Dataset Name,Observation Date,Series Key,Series Display Name,Observation Value,Unit,Observation Status,Observation Status Comment,Sequence No.,Series name
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),637,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),637,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),14,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),14,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),1025,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),359,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),709,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),709,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),15,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),15,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),1083,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),344,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),718,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),718,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),11,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),11,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),1073,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),314,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),684,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),43,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),641,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),12,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),12,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),1010,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),316,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),643,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),643,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),19,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),19,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),978,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),72,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),576,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),576,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),7,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),7,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),655,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),72,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),539,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),539,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-4,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-4,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),607,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),72,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),450,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),450,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-8,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-8,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),514,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),72,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),477,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),477,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),9,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),9,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-78,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),558,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),451,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),451,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),29,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),29,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),548,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),452,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),452,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),14,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),14,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),534,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),380,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),380,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),20,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),20,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),468,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),443,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),443,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),12,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),12,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),523,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),398,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),398,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),20,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),20,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),486,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),348,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),348,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),12,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),12,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),428,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),357,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),48,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),309,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),6,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),6,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),431,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),414,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),414,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),5,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),5,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),487,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),414,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),414,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),5,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),5,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),487,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),343,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),343,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-2,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-2,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),409,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),349,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),349,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),3,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),3,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),420,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),383,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),383,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-7,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-7,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-77,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),444,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),475,Million USD,Normal,,3,Total SBP Reserves
